admin2Name,admin2Pcod,Year,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
Sankhaburi,TH1805,2014,0.6218581258198622,0.7607091246431664,1.5428887244180474,1.6592328751690992,1.2624004871687489,1.0751806008343334,1.0444276557311996,0.9053702677801071,1.0082496294738374
Hankha,TH1806,2014,0.9084455988653763,1.0468246088056317,1.853474101731537,1.4485096162658702,1.260724423694718,1.4068670859896277,1.3742299819157038,1.0852175101031059,1.220843745746405
Nong Mamong,TH1807,2014,1.1379154983145832,1.261717241832866,1.399283541111701,1.3239130961482473,1.57632033724035,1.6971179758047876,1.4756917690507956,1.1550771271670388,1.3472494923642742
Noen Kham,TH1808,2014,1.0291495014797687,1.1273088832520854,1.2091150082601065,1.325722306472384,1.4417237731646702,1.9329797612220234,1.7661354688328446,1.3517561611997968,1.3588582958055415
Mueang Chon Buri,TH2001,2014,1.2050574426064802,1.1631993101314904,,1.4004097582196808,,1.7447055101005917,1.3235383919703765,4.542488548125811,2.099697637588624
Ban Bueng,TH2002,2014,1.5380151879857575,1.7298894968853973,1.8003267036218684,1.5690697629413572,1.9141271325917237,1.738463150124329,1.593552528365134,2.474293703787457,1.8528075573210447
Nong Yai,TH2003,2014,1.7499076510454235,1.9864543506034504,2.005010547344348,1.9986153961579267,2.0510935194505744,1.9401996885967419,1.7874378107095454,1.6818782420685672,1.8664528719585687
Bang Lamung,TH2004,2014,1.4489669313850118,1.6329132547889047,1.4531685648451442,1.3718246583895792,1.5797503465623064,1.729701326162051,1.7026151873733972,1.5996039619142148,1.5836990146686216
Phan Thong,TH2005,2014,1.143340879190447,0.9531974116443751,,1.1831057781165832,,0.8865895602163253,1.2692267464426255,5.147818063227154,2.255466371203445
Phanat Nikhom,TH2006,2014,1.0921981156651992,1.4888899260851596,1.5627128485643362,1.733251057182212,2.0001987474202743,1.4670300964081877,1.4058901698680943,2.4351256775211674,1.594365746745369
Si Racha,TH2007,2014,1.6031747582244953,1.6798776994144176,1.6197404146689032,1.5168392191123254,,1.723628117439703,1.5723142053029298,2.5654729153805818,1.8145284620927495
Ko Si Chang,TH2008,2014,,,,,,,,,
Sattahip,TH2009,2014,1.1899519453882108,1.4931540261297729,1.3041574086901557,1.1595807286830766,1.6213890817789367,1.6084812033310774,1.6698478481231416,1.5565107584337734,1.4609687062709933
Bo Thong,TH2010,2014,1.8250704835122133,1.8991837996390044,1.9824667487094807,1.7437857852504592,1.8739411123307814,2.0376403639539777,1.7908272548928303,1.6037484665715127,1.8347851459351245
Ko Chan,TH2011,2014,1.5286968235030336,1.7437034144370713,1.7523059779992034,1.5842738174008193,1.9384360461989463,1.8134155968014412,1.6144355686664917,1.6648946377755753,1.6979803272969083
Mueang Bueng Kan,TH3801,2014,1.4805567179135672,1.4982495019550197,2.3677936253871352,1.5821559570817296,1.3162654426089695,1.4870166738304622,1.3146084012790868,1.1193782097128582,1.3339524628562178
Phon Charoen,TH3802,2014,1.1198305638608128,1.130199861095628,,1.573107594596484,1.1142922920459113,1.4253510206136577,1.1850676212748503,0.9536051243374766,1.1578994346631388
So Phisai,TH3803,2014,1.2132069912416947,1.1607222807845547,,,1.1840327493525136,1.3957572888764356,1.2018515531773402,0.9736508344876091,1.1887011070756004
Seka,TH3804,2014,1.1805724928549997,1.712516728418502,0.8568930326945261,1.129048269249435,1.3095145683377059,1.4838266784703422,1.20009014999524,0.941016255797717,1.282165568800201
Pak Khat,TH3805,2014,1.398119779504771,1.2556713486752866,,,1.1665577444264101,1.4794263656936435,1.2818964144916543,1.030289046640975,1.245725112326939
Bueng Khong Long,TH3806,2014,1.133273756069557,3.054070585504841,,1.247525813912682,1.5068780120215368,1.6030193303226514,1.2810530469366057,0.9555446440990026,1.4734065794831834
Si Wilai,TH3807,2014,1.1836517839663285,1.9507367757237224,1.4838165950834916,1.1888449450550105,1.2299380373597877,1.45955815038488,1.2295796572551145,0.9885363693559414,1.3270362213174733
Bung Khla,TH3808,2014,1.3476153340669177,1.9449741933695084,1.6735179167109149,1.2682869228908173,1.3828641040571288,1.5254665471559985,1.264487628805063,1.0037634652230512,1.342329946168835
