,admin2Pcode,year,district,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
1120,TH2701,2018,เมืองสระแก้ว,64273,59851,20469,318,342
1121,TH2701,2020,เมืองสระแก.ว,64610,41975,12676,196,302
1122,TH2702,2012,คลองหาด,16084,16044,6129,381,382
1123,TH2702,2013,คลองหาด,15902,15863,6202,390,391
1124,TH2702,2014,คลองหาด,15365,15058,5873,382,390
1125,TH2702,2015,คลองหาด,12493,12212,4836,387,396
1126,TH2702,2016,คลองหาด,11493,11407,4369,380,383
1127,TH2702,2017,คลองหาด,10534,9713,3827,363,394
1128,TH2702,2018,คลองหาด,10762,8877,3586,333,404
1129,TH2702,2020,คลองหาด,10907,10123,3553,326,351
1130,TH2703,2012,ตาพระยา,183968,140996,36518,199,259
1131,TH2703,2013,ตาพระยา,182090,152266,47050,258,309
1132,TH2703,2014,ตาพระยา,181254,175824,52923,292,301
1133,TH2703,2015,ตาพระยา,175124,118253,35476,203,300
1134,TH2703,2016,ตาพระยา,178941,173573,52419,293,302
1135,TH2703,2017,ตาพระยา,178036,160023,50087,281,313
1136,TH2703,2018,ตาพระยา,184446,158825,51459,279,324
1137,TH2703,2020,ตาพระยา,201994,177531,55922,277,315
1138,TH2704,2012,วังนํคglyphูํูาเย็น,17971,17270,6079,338,352
1139,TH2704,2013,วังนํคglyphูํูาเย็น,20282,18774,6796,335,362
1140,TH2704,2014,วังนํคglyphูํูาเย็น,25330,24731,8656,342,350
1141,TH2704,2015,วังนํคglyphูํูาเย็น,21894,21875,7306,334,334
1142,TH2704,2016,วังนํคglyphูํูาเย็น,21307,21182,7011,329,331
1143,TH2704,2017,วังนํคglyphูํูาเย็น,21518,21399,7169,333,335
1144,TH2704,2018,วังนํคglyphูํูาเย็น,22094,21964,7336,332,334
1145,TH2704,2020,วังน้ําเย็น,26076,25689,7784,299,303
1146,TH2705,2012,วัฒนานคร,161555,155447,56894,352,366
1147,TH2705,2013,วัฒนานคร,160939,150673,57557,358,382
1148,TH2705,2014,วัฒนานคร,159976,156226,54679,342,350
1149,TH2705,2015,วัฒนานคร,154176,136641,46185,300,338
1150,TH2705,2016,วัฒนานคร,146282,135108,44045,301,326
1151,TH2705,2017,วัฒนานคร,144663,132659,43645,302,329
1152,TH2705,2018,วัฒนานคร,147654,140360,51933,352,370
1153,TH2705,2020,วัฒนานคร,146108,138803,43862,300,316
1154,TH2706,2012,อรัญประเทศ,184810,169876,51133,277,301
1155,TH2706,2013,อรัญประเทศ,183560,173721,53854,293,310
1156,TH2706,2014,อรัญประเทศ,171763,166833,53887,314,323
1157,TH2706,2015,อรัญประเทศ,155114,79589,25628,165,322
1158,TH2706,2016,อรัญประเทศ,150593,116138,38674,257,333
1159,TH2706,2017,อรัญประเทศ,150964,135378,46029,305,340
1160,TH2706,2018,อรัญประเทศ,151888,142150,50321,331,354
1161,TH2706,2020,อรัญประเทศ,152616,142440,44441,291,312
1162,TH2707,2012,เขาฉกรรจ์,59719,59447,19677,329,331
1163,TH2707,2013,เขาฉกรรจ์,59614,58556,19558,328,334
1164,TH2707,2014,เขาฉกรรจ์,58308,56675,19440,333,343
1165,TH2707,2015,เขาฉกรรจ์,56670,55372,18384,324,332
1166,TH2707,2016,เขาฉกรรจ์,53442,52675,17277,323,328
1167,TH2707,2017,เขาฉกรรจ์,54197,53002,18180,335,343
1168,TH2707,2018,เขาฉกรรจ์,47220,46321,16259,344,351
1169,TH2708,2012,โคกสูง,91499,72660,19473,213,268
1170,TH2708,2013,โคกสูง,92040,73007,22413,244,307
1171,TH2708,2014,โคกสูง,89452,82706,24564,275,297
1172,TH2708,2015,โคกสูง,72809,19036,4569,63,240
1173,TH2708,2016,โคกสูง,86466,31619,7494,87,237
1174,TH2708,2017,โคกสูง,87946,76866,20600,234,268
1175,TH2708,2018,โคกสูง,83056,74785,24081,290,322
1176,TH2708,2020,โคกสูง,84426,80826,23924,283,296
1177,TH2709,2012,วังสมบูรณ์,5163,5150,1761,341,342
1178,TH2709,2013,วังสมบูรณ์,4836,4823,1659,343,344
1179,TH2709,2014,วังสมบูรณ์,6844,6806,2110,308,310
1180,TH2709,2015,วังสมบูรณ์,5154,5088,1608,312,316
1181,TH2709,2016,วังสมบูรณ์,4643,4533,1446,311,319
1182,TH2709,2017,วังสมบูรณ์,4879,4451,1362,279,306
1183,TH2709,2018,วังสมบูรณ์,5109,5079,1783,349,351
1184,TH3001,2012,เมืองนครราชสีมา,110383,98052,36377,330,371
1185,TH3001,2013,เมืองนครราชสีมา,94458,64668,27096,287,419
1186,TH3001,2014,เมืองนครราชสีมา,92658,88889,34489,372,388
1187,TH3001,2015,เมืองนครราชสีมา,89447,88553,34004,380,384
1188,TH3001,2016,เมืองนครราชสีมา,84100,80105,29719,353,371
1189,TH3001,2017,เมืองนครราชสีมา,82477,76795,29796,361,388
1190,TH3001,2018,เมืองนครราชสีมา,83394,74531,27875,334,374
1191,TH3001,2020,เมืองนครราชสีมา,89661,82488,30768,343,373
1192,TH3002,2012,ครบุรี,57007,51834,19127,336,369
1193,TH3002,2013,ครบุรี,56086,47772,17150,306,359
1194,TH3002,2014,ครบุรี,55096,53984,19434,353,360
1195,TH3002,2015,ครบุรี,55273,54720,20411,369,373
1196,TH3002,2016,ครบุรี,56000,54240,21262,380,392
1197,TH3002,2017,ครบุรี,54655,53613,21499,393,401
1198,TH3002,2018,ครบุรี,62494,61774,24092,386,390
1199,TH3002,2020,ครบุรี,64267,64074,24733,385,386
1200,TH3003,2012,เสิงสาง,38213,31752,12288,322,387
1201,TH3003,2013,เสิงสาง,30369,22807,8895,293,390
1202,TH3003,2014,เสิงสาง,29729,29303,11077,373,378
1203,TH3003,2015,เสิงสาง,28621,28335,10711,374,378
1204,TH3003,2016,เสิงสาง,30808,29209,11099,360,380
1205,TH3003,2017,เสิงสาง,31488,29834,11665,370,391
1206,TH3003,2018,เสิงสาง,36225,33324,13163,363,395
1207,TH3003,2020,เสิงสาง,36863,36313,14271,387,393
1208,TH3004,2012,คง,264545,193002,64656,244,335
1209,TH3004,2013,คง,250469,201319,70059,280,348
1210,TH3004,2014,คง,248293,190454,62659,252,329
1211,TH3004,2015,คง,245100,142949,46315,189,324
1212,TH3004,2016,คง,244615,233877,79050,323,338
1213,TH3004,2017,คง,246243,232892,80581,327,346
1214,TH3004,2018,คง,241459,187070,62481,259,334
1215,TH3004,2020,คง,245664,242189,84282,343,348
1216,TH3005,2012,บ้านเหลืคglyphูํภอม,50188,33577,11618,231,346
1217,TH3005,2013,บ้านเหลืคglyphูํภอม,46044,37696,12854,279,341
1218,TH3005,2014,บ้านเหลืคglyphูํภอม,44893,17214,5422,121,315
1219,TH3005,2015,บ้านเหลืคglyphูํภอม,42860,42431,13493,315,318
1220,TH3005,2016,บ้านเหลืคglyphูํภอม,45556,40650,13496,296,332
1221,TH3005,2017,บ้านเหลืคglyphูํภอม,43363,39230,13534,312,345
1222,TH3005,2018,บ้านเหลืคglyphูํภอม,44077,38557,12492,283,324
1223,TH3006,2012,จักราช,122267,103192,36943,302,358
1224,TH3006,2013,จักราช,113201,100331,37022,327,369
1225,TH3006,2014,จักราช,110597,104970,37264,337,355
1226,TH3006,2015,จักราช,108645,107559,38829,357,361
1227,TH3006,2016,จักราช,109531,106363,37014,338,348
1228,TH3006,2017,จักราช,110701,106630,36681,331,344
1229,TH3006,2018,จักราช,104481,103520,33333,319,322
1230,TH3006,2020,จักราช,104578,97257,31900,305,328
1231,TH3007,2012,โชคชัย,107669,85754,35332,328,412
1232,TH3007,2013,โชคชัย,106923,86920,35376,331,407
1233,TH3007,2014,โชคชัย,105961,102414,41170,389,402
1234,TH3007,2015,โชคชัย,101786,100768,40106,394,398
1235,TH3007,2016,โชคชัย,104118,98781,40401,388,409
1236,TH3007,2017,โชคชัย,103023,100929,42592,413,422
1237,TH3007,2018,โชคชัย,122813,121024,52524,428,434
1238,TH3007,2020,โชคชัย,105870,95283,42401,401,445
1239,TH3008,2012,ด่านขุนทด,219053,154305,53081,242,344
1240,TH3008,2013,ด่านขุนทด,201954,154531,54549,270,353
1241,TH3008,2014,ด่านขุนทด,199046,140343,48559,244,346
1242,TH3008,2015,ด่านขุนทด,195673,99065,30413,155,307
1243,TH3008,2016,ด่านขุนทด,198622,175136,55868,281,319
1244,TH3008,2017,ด่านขุนทด,196690,185164,60734,309,328
1245,TH3008,2018,ด่านขุนทด,181586,178767,56133,309,314
1246,TH3009,2012,โนนไทย,188868,124402,45656,242,367
1247,TH3009,2013,โนนไทย,183498,114566,42962,234,375
1248,TH3009,2014,โนนไทย,180277,170948,59319,329,347
1249,TH3009,2015,โนนไทย,176734,83622,25254,143,302
1250,TH3009,2016,โนนไทย,175888,145383,46086,262,317
1251,TH3009,2017,โนนไทย,178869,174249,58373,326,335
1252,TH3009,2018,โนนไทย,156449,154085,50540,323,328
1253,TH3009,2020,โนนไทย,167666,157858,51620,308,327
1254,TH3010,2012,โนนสูง,313061,242842,86695,277,357
1255,TH3010,2013,โนนสูง,277269,219485,72869,263,332
1256,TH3010,2014,โนนสูง,276160,238760,78552,284,329
1257,TH3010,2015,โนนสูง,292577,272254,93383,319,343
1258,TH3010,2016,โนนสูง,297069,273101,91489,308,335
1259,TH3010,2017,โนนสูง,303705,289538,102496,337,354
1260,TH3010,2018,โนนสูง,291547,261405,87309,299,334
1261,TH3010,2020,โนนสูง,293985,279286,91606,312,328
1262,TH3011,2012,ขามสะแกแสง,122940,104645,36312,295,347
1263,TH3011,2013,ขามสะแกแสง,101682,86568,29173,287,337
1264,TH3011,2014,ขามสะแกแสง,100343,15930,4970,50,312
1265,TH3011,2015,ขามสะแกแสง,103433,32831,10178,98,310
1266,TH3011,2016,ขามสะแกแสง,101633,95881,30778,303,321
1267,TH3011,2017,ขามสะแกแสง,94722,93365,31184,329,334
1268,TH3011,2018,ขามสะแกแสง,82998,43519,13143,158,302
1269,TH3011,2020,ขามสะแกแสง,83150,82318,26918,324,327
1270,TH3012,2012,บัวใหญ่,193953,159256,57650,297,362
1271,TH3012,2013,บัวใหญ่,183358,161311,60814,332,377
1272,TH3012,2014,บัวใหญ่,181994,115773,39594,218,342
1273,TH3012,2015,บัวใหญ่,173288,171555,59015,341,344
1274,TH3012,2016,บัวใหญ่,172474,164622,55807,324,339
1275,TH3012,2017,บัวใหญ่,177306,170724,59071,333,346
1276,TH3012,2018,บัวใหญ่,187756,136907,44905,239,328
1277,TH3013,2012,ประทาย,243674,153050,55710,229,364
1278,TH3013,2013,ประทาย,241457,183455,68612,284,374
1279,TH3013,2014,ประทาย,240421,225676,83726,348,371
1280,TH3013,2015,ประทาย,237852,235473,89951,378,382
1281,TH3013,2016,ประทาย,239353,227272,84545,353,372
1282,TH3013,2017,ประทาย,238601,217969,83264,349,382
1283,TH3013,2018,ประทาย,240331,117954,44115,184,374
1284,TH3013,2020,ประทาย,245867,242693,95136,387,392
1285,TH3014,2012,ปักธงชัย,154530,115112,48462,314,421
1286,TH3014,2013,ปักธงชัย,137305,126875,66990,488,528
1287,TH3014,2014,ปักธงชัย,136421,132846,66157,485,498
1288,TH3014,2015,ปักธงชัย,134868,133519,66092,490,495
1289,TH3014,2016,ปักธงชัย,135902,130696,62473,460,478
1290,TH3014,2017,ปักธงชัย,136191,131432,63219,464,481
1291,TH3014,2018,ปักธงชัย,127802,126643,62055,486,490
1292,TH3015,2012,พิมาย,296063,217015,72700,246,335
1293,TH3015,2013,พิมาย,290812,222507,77432,266,348
1294,TH3015,2014,พิมาย,286282,273266,92910,325,340
1295,TH3015,2015,พิมาย,280748,277941,102282,364,368
1296,TH3015,2016,พิมาย,285796,269112,96880,339,360
1297,TH3015,2017,พิมาย,287283,273876,96952,337,354
1298,TH3015,2018,พิมาย,290828,281218,103207,355,367
1299,TH3015,2020,พิมาย,292964,273117,102146,349,374
1300,TH3016,2012,ห้วยแถลง,194598,157305,53798,276,342
1301,TH3016,2013,ห้วยแถลง,179423,164209,60100,335,366
1302,TH3016,2014,ห้วยแถลง,174937,129663,46419,265,358
1303,TH3016,2015,ห้วยแถลง,169582,167886,60943,359,363
1304,TH3016,2016,ห้วยแถลง,171256,165710,57833,338,349
1305,TH3016,2017,ห้วยแถลง,170016,164675,57966,341,352
1306,TH3016,2018,ห้วยแถลง,159201,148158,50226,315,339
1307,TH3017,2012,ชุมพวง,199075,164602,63043,317,383
1308,TH3017,2013,ชุมพวง,168815,136821,53223,315,389
1309,TH3017,2014,ชุมพวง,167296,160410,59031,353,368
1310,TH3017,2015,ชุมพวง,180653,178991,69270,383,387
1311,TH3017,2016,ชุมพวง,180340,172915,64151,356,371
1312,TH3017,2017,ชุมพวง,182161,171495,65854,362,384
1313,TH3017,2018,ชุมพวง,203825,147801,52765,259,357
1314,TH3017,2020,ชุมพวง,200548,190521,70874,353,372
1315,TH3018,2012,สูงเนิน,87446,73944,28764,329,389
1316,TH3018,2013,สูงเนิน,85871,77003,28645,334,372
1317,TH3018,2014,สูงเนิน,82866,80562,29405,355,365
1318,TH3018,2015,สูงเนิน,80474,79669,28840,358,362
1319,TH3018,2016,สูงเนิน,77009,73920,27720,360,375
1320,TH3018,2017,สูงเนิน,77718,75713,27560,355,364
1321,TH3018,2018,สูงเนิน,76246,71820,27148,356,378
1322,TH3018,2020,สูงเนิน,77851,71633,27149,349,379
1323,TH3019,2012,ขามทะเลสอ,39419,36646,13999,355,382
1324,TH3019,2013,ขามทะเลสอ,38744,31912,11871,306,372
1325,TH3019,2014,ขามทะเลสอ,37529,35892,12921,344,360
1326,TH3019,2015,ขามทะเลสอ,36643,36277,12008,328,331
1327,TH3019,2016,ขามทะเลสอ,35459,34477,11550,326,335
1328,TH3019,2017,ขามทะเลสอ,35898,35486,11604,323,327
1329,TH3019,2018,ขามทะเลสอ,37874,35969,12769,337,355
1330,TH3019,2020,ขามทะเลสอ,38341,37959,13741,358,362
1331,TH3020,2012,สีคิคglyphูํูว,79599,65827,25804,324,392
1332,TH3020,2013,สีคิคglyphูํูว,77913,65342,26202,336,401
1333,TH3020,2014,สีคิคglyphูํูว,77128,74692,29279,380,392
1334,TH3020,2015,สีคิคglyphูํูว,74179,73437,27906,376,380
1335,TH3020,2016,สีคิคglyphูํูว,75258,71971,26269,349,365
1336,TH3020,2017,สีคิคglyphูํูว,76356,75236,28514,373,379
1337,TH3020,2018,สีคิคglyphูํูว,71314,68989,27803,390,403
1338,TH3020,2020,สีคิ้ว,68491,66788,26114,381,391
1339,TH3021,2012,ปากช่อง,7132,6762,2272,319,336
1340,TH3021,2013,ปากช่อง,5734,5182,1777,310,343
1341,TH3021,2014,ปากช่อง,5419,5298,1690,312,319
1342,TH3021,2015,ปากช่อง,5406,5352,1745,323,326
1343,TH3021,2016,ปากช่อง,3495,3387,1064,304,314
1344,TH3021,2017,ปากช่อง,3615,3574,1204,333,337
1345,TH3021,2018,ปากช่อง,3268,3128,1170,358,374
1346,TH3021,2020,ปากชอง,3626,3572,1243,343,348
1347,TH3022,2015,หนองบุญมาก,62926,62297,21368,340,343
1348,TH3022,2017,หนองบุญมาก,63733,62868,22067,346,351
1349,TH3022,2018,หนองบุญมาก,64349,51612,17445,271,338
1350,TH3022,2020,หนองบุญมาก,66765,63551,20845,312,328
1351,TH3023,2012,แก้งสนามนาง,78420,66762,24635,314,369
1352,TH3023,2013,แก้งสนามนาง,71456,59335,21479,301,362
1353,TH3023,2014,แก้งสนามนาง,70384,65298,21418,304,328
1354,TH3023,2015,แก้งสนามนาง,68626,65996,21845,318,331
1355,TH3023,2016,แก้งสนามนาง,68868,65347,23982,348,367
1356,TH3023,2017,แก้งสนามนาง,61954,58630,21224,343,362
1357,TH3023,2018,แก้งสนามนาง,61098,40982,14631,239,357
1358,TH3024,2012,โนนแดง,69412,62941,21715,313,345
1359,TH3024,2013,โนนแดง,68750,58910,20854,303,354
1360,TH3024,2014,โนนแดง,68131,45078,14876,218,330
1361,TH3024,2015,โนนแดง,66662,65995,22900,344,347
1362,TH3024,2016,โนนแดง,67621,55240,18837,279,341
1363,TH3024,2017,โนนแดง,67113,48322,16043,239,332
1364,TH3024,2018,โนนแดง,66137,35843,11506,174,321
1365,TH3024,2020,โนนแดง,68803,61913,22041,320,356
1366,TH3025,2020,วังน้ําเขียว,13429,12999,4836,360,372
1367,TH3026,2012,เทพารักษ์,35057,23515,7689,219,327
1368,TH3026,2013,เทพารักษ์,27702,19655,6584,238,335
1369,TH3026,2014,เทพารักษ์,24793,22874,7114,287,311
1370,TH3026,2015,เทพารักษ์,24135,22520,6869,285,305
1371,TH3026,2016,เทพารักษ์,21403,19442,5969,279,307
1372,TH3026,2017,เทพารักษ์,20760,17673,5479,264,310
1373,TH3026,2018,เทพารักษ์,24981,19101,6074,243,318
1374,TH3027,2012,เมืองยาง,121431,94903,31982,263,337
1375,TH3027,2013,เมืองยาง,120795,93117,31846,264,342
1376,TH3027,2014,เมืองยาง,119708,111480,37903,317,340
1377,TH3027,2015,เมืองยาง,116919,115750,41439,354,358
1378,TH3027,2016,เมืองยาง,117169,106940,39568,338,370
1379,TH3027,2017,เมืองยาง,114478,99824,35438,310,355
1380,TH3027,2018,เมืองยาง,116234,80930,26545,228,328
1381,TH3027,2020,เมืองยาง,118291,112490,39484,334,351
1382,TH3028,2012,พระทองคํา,88062,73416,25842,293,352
1383,TH3028,2013,พระทองคํา,80176,64370,22465,280,349
1384,TH3028,2014,พระทองคํา,79214,65108,22202,280,341
1385,TH3028,2015,พระทองคํา,76972,24609,7481,97,304
1386,TH3028,2016,พระทองคํา,76195,72378,22582,296,312
1387,TH3028,2017,พระทองคํา,75212,69162,23100,307,334
1388,TH3028,2018,พระทองคํา,75701,52991,16056,212,303
1389,TH3028,2020,พระทองคํา,86380,84604,27412,317,324
1390,TH3029,2012,ลําทะเมนชัย,86296,67110,24831,288,370
1391,TH3029,2013,ลําทะเมนชัย,69949,56074,21084,301,376
1392,TH3029,2014,ลําทะเมนชัย,66801,63485,22664,339,357
1393,TH3029,2015,ลําทะเมนชัย,64475,63830,22979,356,360
1394,TH3029,2016,ลําทะเมนชัย,66541,62551,22331,336,357
1395,TH3029,2017,ลําทะเมนชัย,67191,63850,21901,326,343
1396,TH3029,2018,ลําทะเมนชัย,66780,55614,18075,271,325
1397,TH3029,2020,ลําทะเมนชัย,70704,63234,21120,299,334
1398,TH3030,2012,บัวลาย,57675,41207,13598,236,330
1399,TH3030,2013,บัวลาย,56784,49833,18189,320,365
1400,TH3030,2014,บัวลาย,56251,37162,12784,227,344
1401,TH3030,2015,บัวลาย,55931,55818,19313,345,346
1402,TH3030,2016,บัวลาย,56667,55154,18918,334,343
1403,TH3030,2017,บัวลาย,56543,55618,19633,347,353
1404,TH3030,2018,บัวลาย,58679,32985,10126,173,307
1405,TH3030,2020,บัวลาย,58294,58168,20242,347,348
1406,TH3031,2012,สีดา,78664,65909,21816,277,331
1407,TH3031,2013,สีดา,77969,70148,25253,324,360
1408,TH3031,2014,สีดา,77726,66007,22772,293,345
1409,TH3031,2015,สีดา,74247,73505,25433,343,346
1410,TH3031,2016,สีดา,75523,73025,25121,333,344
1411,TH3031,2017,สีดา,74582,69420,25061,336,361
1412,TH3031,2018,สีดา,75664,35047,11636,154,332
1413,TH3031,2020,สีดา,76958,73162,24582,319,336
1414,TH3032,2012,เฉลิมพระเกียรติ,37885,27063,10365,274,383
1415,TH3032,2013,เฉลิมพระเกียรติ,35923,28632,10193,284,356
1416,TH3032,2014,เฉลิมพระเกียรติ,35777,34085,11930,333,350
1417,TH3032,2015,เฉลิมพระเกียรติ,35446,35092,12212,345,348
1418,TH3032,2016,เฉลิมพระเกียรติ,35813,34135,12903,360,378
1419,TH3032,2017,เฉลิมพระเกียรติ,36045,34941,12998,361,372
1420,TH3032,2018,เฉลิมพระเกียรติ,35020,33535,13414,383,400
1421,TH3032,2020,เฉลิมพระเกียรติ,36582,35296,13483,369,382
1422,TH3101,2012,เมืองบุรีรัมย์,296105,279243,112814,381,404
1423,TH3101,2013,เมืองบุรีรัมย์,276705,276460,97590,353,353
1424,TH3101,2014,เมืองบุรีรัมย์,276105,275376,104918,380,381
1425,TH3101,2015,เมืองบุรีรัมย์,271158,269358,102356,377,380
1426,TH3101,2016,เมืองบุรีรัมย์,272495,266926,102767,377,385
1427,TH3101,2017,เมืองบุรีรัมย์,271596,265156,99964,368,377
1428,TH3101,2018,เมืองบุรีรัมย์,282058,188016,59601,211,317
1429,TH3102,2012,คูเมือง,142723,135175,50556,354,374
1430,TH3102,2013,คูเมือง,120285,110621,41483,345,375
1431,TH3102,2014,คูเมือง,117278,107894,42834,365,397
1432,TH3102,2015,คูเมือง,114514,110466,44297,387,401
1433,TH3102,2016,คูเมือง,118558,112432,43736,369,389
1434,TH3102,2017,คูเมือง,116513,109467,42473,365,388
1435,TH3102,2018,คูเมือง,105169,72763,25685,244,353
1436,TH3102,2020,คูเมือง,115081,92065,33972,295,369
1437,TH3103,2012,กระสัง,295893,278119,109857,371,395
1438,TH3103,2013,กระสัง,243450,225480,74634,307,331
1439,TH3103,2014,กระสัง,247589,240285,88905,359,370
1440,TH3103,2015,กระสัง,246260,242006,91962,373,380
1441,TH3103,2016,กระสัง,241613,235379,89915,372,382
1442,TH3103,2017,กระสัง,246853,234791,86873,352,370
1443,TH3103,2018,กระสัง,237796,175048,57766,243,330
1444,TH3103,2020,กระสัง,243141,234470,75499,311,322
1445,TH3104,2012,นางรอง,214607,188376,71206,332,378
1446,TH3104,2013,นางรอง,206385,169404,62510,303,369
1447,TH3104,2014,นางรอง,201638,176010,64068,318,364
1448,TH3104,2015,นางรอง,208727,205864,79258,380,385
1449,TH3104,2016,นางรอง,207202,205318,79253,382,386
1450,TH3104,2017,นางรอง,209363,204919,76435,365,373
1451,TH3104,2018,นางรอง,210896,138348,45101,214,326
1452,TH3104,2020,นางรอง,227718,213578,74966,329,351
1453,TH3105,2012,หนองกีคglyphูํภ,134764,61192,22763,169,372
1454,TH3105,2013,หนองกีคglyphูํภ,128169,128110,51628,403,403
1455,TH3105,2014,หนองกีคglyphูํภ,130764,130385,53719,411,412
1456,TH3105,2015,หนองกีคglyphูํภ,125811,118726,47609,378,401
1457,TH3105,2016,หนองกีคglyphูํภ,127102,125971,50766,399,403
1458,TH3105,2017,หนองกีคglyphูํภ,120475,119996,47758,396,398
1459,TH3105,2018,หนองกีคglyphูํภ,122345,73305,26316,215,359
1460,TH3105,2020,หนองกี่,136927,126021,44611,326,354
1461,TH3106,2012,ละหานทราย,61235,61235,22534,368,368
1462,TH3106,2013,ละหานทราย,49965,45310,18441,369,407
1463,TH3106,2014,ละหานทราย,60914,59435,22704,373,382
1464,TH3106,2015,ละหานทราย,59312,58741,22909,386,390
1465,TH3106,2016,ละหานทราย,72055,71486,27236,378,381
1466,TH3106,2017,ละหานทราย,71469,70113,26573,372,379
1467,TH3106,2018,ละหานทราย,78911,75025,27834,353,371
1468,TH3106,2020,ละหานทราย,94932,89637,32986,347,368
1469,TH3107,2012,ประโคนชัย,308992,252178,94567,306,375
1470,TH3107,2013,ประโคนชัย,267332,251381,95525,357,380
1471,TH3107,2014,ประโคนชัย,272332,260251,99416,365,382
1472,TH3107,2015,ประโคนชัย,269915,263285,96889,359,368
1473,TH3107,2016,ประโคนชัย,271080,265767,99397,367,374
1474,TH3107,2017,ประโคนชัย,285787,279096,102149,357,366
1475,TH3107,2018,ประโคนชัย,294163,255271,85771,292,336
1476,TH3107,2020,ประโคนชัย,327913,277353,91249,278,329
1477,TH3108,2012,บ้านกรวด,55056,55056,19930,362,362
1478,TH3108,2013,บ้านกรวด,43954,41798,18349,417,439
1479,TH3108,2014,บ้านกรวด,41954,35444,14567,347,411
1480,TH3108,2015,บ้านกรวด,40960,40299,16684,407,414
1481,TH3108,2016,บ้านกรวด,65840,64690,25488,387,394
1482,TH3108,2017,บ้านกรวด,59557,58603,22386,376,382
1483,TH3108,2018,บ้านกรวด,63339,52917,17092,270,323
1484,TH3109,2012,พุทไธสง,134944,81913,29898,222,365
1485,TH3109,2013,พุทไธสง,130927,119298,43782,334,367
1486,TH3109,2014,พุทไธสง,132944,121552,45825,345,377
1487,TH3109,2015,พุทไธสง,129502,129502,49858,385,385
1488,TH3109,2016,พุทไธสง,131195,122138,46779,357,383
1489,TH3109,2017,พุทไธสง,131118,101262,38277,292,378
1490,TH3109,2018,พุทไธสง,133244,83725,27462,206,328
1491,TH3109,2020,พุทไธสง,131045,128664,46705,356,363
1492,TH3110,2012,ลําปลายมาศ,348873,333270,121310,348,364
1493,TH3110,2013,ลําปลายมาศ,339146,319470,117884,348,369
1494,TH3110,2014,ลําปลายมาศ,325164,303414,116208,357,383
1495,TH3110,2015,ลําปลายมาศ,319746,313399,122226,382,390
1496,TH3110,2016,ลําปลายมาศ,284929,280484,110791,389,395
1497,TH3110,2017,ลําปลายมาศ,291608,284684,109319,375,384
1498,TH3110,2018,ลําปลายมาศ,307403,199919,70771,230,354
1499,TH3110,2020,ลําปลายมาศ,323308,297655,105965,328,356
1500,TH3111,2012,สตึก,254487,235525,89028,350,378
1501,TH3111,2013,สตึก,190275,165120,60434,318,366
1502,TH3111,2014,สตึก,189541,181585,69910,369,385
1503,TH3111,2015,สตึก,182316,173569,64915,356,374
1504,TH3111,2016,สตึก,177746,167406,64116,361,383
1505,TH3111,2017,สตึก,176251,133055,49896,283,375
1506,TH3111,2018,สตึก,167246,106953,38289,229,358
1507,TH3111,2020,สตึก,185189,172226,63896,345,371
1508,TH3112,2012,ปะคํา,47883,47883,19058,398,398
1509,TH3112,2013,ปะคํา,31592,21797,8806,279,404
1510,TH3112,2014,ปะคํา,47883,45626,18205,380,399
1511,TH3112,2015,ปะคํา,46369,46369,18501,399,399
1512,TH3112,2016,ปะคํา,46614,46032,17492,375,380
1513,TH3112,2017,ปะคํา,46121,45508,17521,380,385
1514,TH3112,2018,ปะคํา,48974,43809,15859,324,362
1515,TH3112,2020,ปะคํา,54323,54073,20764,382,384
1516,TH3113,2020,นาโพธิ์,96449,93736,32620,338,348
1517,TH3114,2012,หนองหงส์,99697,86235,31735,318,368
1518,TH3114,2013,หนองหงส์,91363,90505,30591,335,338
1519,TH3114,2014,หนองหงส์,86149,75778,26068,303,344
1520,TH3114,2015,หนองหงส์,81734,77305,26979,330,349
1521,TH3114,2016,หนองหงส์,84274,81341,30096,357,370
1522,TH3114,2017,หนองหงส์,83957,81385,30682,365,377
1523,TH3114,2018,หนองหงส์,90472,70011,24434,270,349
1524,TH3115,2012,พลับพลาชัย,110454,102736,37499,339,365
1525,TH3115,2013,พลับพลาชัย,93644,83265,29559,316,355
1526,TH3115,2014,พลับพลาชัย,91303,87737,33866,371,386
1527,TH3115,2015,พลับพลาชัย,107947,102507,37928,351,370
1528,TH3115,2016,พลับพลาชัย,107487,104688,39049,363,373
1529,TH3115,2017,พลับพลาชัย,106602,102270,36919,346,361
1530,TH3115,2018,พลับพลาชัย,109594,79955,24386,223,305
1531,TH3115,2020,พลับพลาชัย,116099,104490,34273,295,328
1532,TH3116,2012,ห้วยราช,80261,78187,28851,359,369
1533,TH3116,2013,ห้วยราช,73134,71706,26675,365,372
1534,TH3116,2014,ห้วยราช,80261,79278,31236,389,394
1535,TH3116,2015,ห้วยราช,78246,76896,29913,382,389
1536,TH3116,2016,ห้วยราช,78973,74365,28705,363,386
1537,TH3116,2017,ห้วยราช,77624,70927,26952,347,380
1538,TH3116,2018,ห้วยราช,73509,57983,19714,268,340
1539,TH3117,2012,โนนสุวรรณ,24090,11527,4530,188,393
1540,TH3117,2013,โนนสุวรรณ,23941,23868,7351,307,308
1541,TH3117,2014,โนนสุวรรณ,25346,24446,9656,381,395
1542,TH3117,2015,โนนสุวรรณ,24847,24847,10038,404,404
