,admin2Pcode,year,district,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
5199,TH7009,2012,วัดเพลง,6434,6317,4580,712,725
5200,TH7009,2013,วัดเพลง,6484,6484,4707,726,726
5201,TH7009,2014,วัดเพลง,6284,6284,4493,715,715
5202,TH7009,2015,วัดเพลง,5859,5848,4140,707,708
5203,TH7009,2016,วัดเพลง,6144,6132,4317,703,704
5204,TH7009,2017,วัดเพลง,5912,5912,4062,687,687
5205,TH7009,2018,วัดเพลง,5806,5806,4093,705,705
5206,TH7009,2020,วัดเพลง,5891,5884,4107,697,698
5207,TH7010,2012,บ้านคา,17,17,7,412,412
5208,TH7010,2013,บ้านคา,17,10,4,235,400
5209,TH7010,2014,บ้านคา,26,26,11,423,423
5210,TH7010,2015,บ้านคา,20,20,9,450,450
5211,TH7010,2016,บ้านคา,17,17,8,471,471
5212,TH7010,2017,บ้านคา,9,9,5,556,556
5213,TH7010,2018,บ้านคา,9,9,5,556,556
5214,TH7101,2012,เมืองกาญจนบุรี,8852,8711,5889,665,676
5215,TH7101,2013,เมืองกาญจนบุรี,8914,8773,6010,674,685
5216,TH7101,2014,เมืองกาญจนบุรี,8836,8593,5628,637,655
5217,TH7101,2015,เมืองกาญจนบุรี,7907,7677,4998,632,651
5218,TH7101,2016,เมืองกาญจนบุรี,8073,7993,5195,644,650
5219,TH7101,2017,เมืองกาญจนบุรี,8422,8390,5495,652,655
5220,TH7101,2018,เมืองกาญจนบุรี,8528,8478,5816,682,686
5221,TH7101,2020,เมืองกาญจนบุรี,8584,8539,5832,679,683
5222,TH7102,2012,ไทรโยค,1470,1470,701,477,477
5223,TH7102,2013,ไทรโยค,1083,1074,504,465,469
5224,TH7102,2014,ไทรโยค,956,956,448,469,469
5225,TH7102,2015,ไทรโยค,769,764,350,455,458
5226,TH7102,2016,ไทรโยค,517,517,240,464,464
5227,TH7102,2017,ไทรโยค,538,538,244,454,454
5228,TH7102,2018,ไทรโยค,535,535,228,426,426
5229,TH7102,2020,ไทรโยค,650,650,272,418,418
5230,TH7103,2012,บ่อพลอย,18933,18901,8676,458,459
5231,TH7103,2013,บ่อพลอย,20245,20213,9642,476,477
5232,TH7103,2014,บ่อพลอย,19117,18929,8745,457,462
5233,TH7103,2015,บ่อพลอย,16502,16399,7134,432,435
5234,TH7103,2016,บ่อพลอย,15254,14741,6707,440,455
5235,TH7103,2017,บ่อพลอย,14204,14103,6389,450,453
5236,TH7103,2018,บ่อพลอย,13601,13525,6600,485,488
5237,TH7104,2012,ศรีสวัสดิ คglyphูํบ,254,254,97,382,382
5238,TH7104,2013,ศรีสวัสดิ คglyphูํบ,1818,1818,711,391,391
5239,TH7104,2014,ศรีสวัสดิ คglyphูํบ,1171,1171,459,392,392
5240,TH7104,2015,ศรีสวัสดิ คglyphูํบ,1334,1304,395,296,303
5241,TH7104,2016,ศรีสวัสดิ คglyphูํบ,1876,1876,587,313,313
5242,TH7104,2017,ศรีสวัสดิ คglyphูํบ,1386,1386,444,320,320
5243,TH7104,2018,ศรีสวัสดิ คglyphูํบ,2471,2428,753,305,310
5244,TH7104,2020,ศรีสวัสดิ์,4129,4074,1247,302,306
5245,TH7105,2012,ท่ามะกา,67652,65887,52314,773,794
5246,TH7105,2013,ท่ามะกา,68626,67567,53310,777,789
5247,TH7105,2014,ท่ามะกา,66367,66298,51978,783,784
5248,TH7105,2015,ท่ามะกา,65166,65146,50814,780,780
5249,TH7105,2016,ท่ามะกา,63135,63025,49538,785,786
5250,TH7105,2017,ท่ามะกา,62895,62512,49197,782,787
5251,TH7105,2018,ท่ามะกา,63083,62728,49241,781,785
5252,TH7106,2012,ท่าม่วง,55095,54775,43163,783,788
5253,TH7106,2013,ท่าม่วง,56747,56527,43469,766,769
5254,TH7106,2014,ท่าม่วง,55791,54676,41663,747,762
5255,TH7106,2015,ท่าม่วง,53150,50574,38386,722,759
5256,TH7106,2016,ท่าม่วง,53556,53211,40494,756,761
5257,TH7106,2017,ท่าม่วง,54662,54550,41731,763,765
5258,TH7106,2018,ท่าม่วง,55300,54649,42517,769,778
5259,TH7107,2012,ทองผาภูมิ,5462,5251,2085,382,397
5260,TH7107,2013,ทองผาภูมิ,5577,5561,2191,393,394
5261,TH7107,2014,ทองผาภูมิ,5584,5534,2075,372,375
5262,TH7107,2015,ทองผาภูมิ,4936,4832,1793,363,371
5263,TH7107,2016,ทองผาภูมิ,4626,4582,1585,343,346
5264,TH7107,2017,ทองผาภูมิ,4372,4359,1534,351,352
5265,TH7107,2018,ทองผาภูมิ,4017,3979,1608,400,404
5266,TH7107,2020,ทองผาภูมิ,4152,4100,1345,324,328
5267,TH7108,2012,สังขละบุรี,4828,4796,1727,358,360
5268,TH7108,2013,สังขละบุรี,4986,4958,1770,355,357
5269,TH7108,2014,สังขละบุรี,4385,4385,1579,360,360
5270,TH7108,2015,สังขละบุรี,4052,3994,1430,353,358
5271,TH7108,2016,สังขละบุรี,3693,3690,1332,361,361
5272,TH7108,2017,สังขละบุรี,3779,3779,1376,364,364
5273,TH7108,2018,สังขละบุรี,4180,3730,1253,300,336
5274,TH7108,2020,สังขละบุรี,4133,4097,1372,332,335
5275,TH7109,2012,พนมทวน,99782,99632,75820,760,761
5276,TH7109,2013,พนมทวน,99416,99286,75855,763,764
5277,TH7109,2014,พนมทวน,99107,80460,60345,609,750
5278,TH7109,2015,พนมทวน,91031,84516,61528,676,728
5279,TH7109,2016,พนมทวน,91346,89877,66149,724,736
5280,TH7109,2017,พนมทวน,90129,89379,66945,743,749
5281,TH7109,2018,พนมทวน,89388,88268,64171,718,727
5282,TH7109,2020,พนมทวน,87984,86764,62557,711,721
5283,TH7110,2012,เลาขวัญ,61297,59347,16320,266,275
5284,TH7110,2013,เลาขวัญ,61692,60522,19125,310,316
5285,TH7110,2014,เลาขวัญ,60335,59863,18558,308,310
5286,TH7110,2015,เลาขวัญ,56087,55636,17136,306,308
5287,TH7110,2016,เลาขวัญ,53471,53213,17294,323,325
5288,TH7110,2017,เลาขวัญ,53221,52571,16718,314,318
5289,TH7110,2018,เลาขวัญ,53947,53722,16278,302,303
5290,TH7110,2020,เลาขวัญ,49517,48166,14642,296,304
5291,TH7111,2012,ด่านมะขามเตีคglyphูํูย,11640,11557,6576,565,569
5292,TH7111,2013,ด่านมะขามเตีคglyphูํูย,11428,11128,6321,553,568
5293,TH7111,2014,ด่านมะขามเตีคglyphูํูย,11139,11139,6305,566,566
5294,TH7111,2015,ด่านมะขามเตีคglyphูํูย,8544,8411,4727,553,562
5295,TH7111,2016,ด่านมะขามเตีคglyphูํูย,8259,7813,4266,517,546
5296,TH7111,2017,ด่านมะขามเตีคglyphูํูย,8012,8012,4351,543,543
5297,TH7111,2018,ด่านมะขามเตีคglyphูํูย,7256,7160,3780,521,528
5298,TH7112,2012,หนองปรือ,3565,3547,1465,411,413
5299,TH7112,2013,หนองปรือ,3565,3548,1483,416,418
5300,TH7112,2014,หนองปรือ,3369,3369,1381,410,410
5301,TH7112,2015,หนองปรือ,3087,3064,1229,398,401
5302,TH7112,2016,หนองปรือ,3011,3008,1263,419,420
5303,TH7112,2017,หนองปรือ,3382,3382,1410,417,417
5304,TH7112,2018,หนองปรือ,3626,3535,1439,397,407
5305,TH7112,2020,หนองปรือ,3611,3584,1455,403,406
5306,TH7113,2012,ห้วยกระเจา,81603,77834,38995,478,501
5307,TH7113,2013,ห้วยกระเจา,77065,76265,38361,498,503
5308,TH7113,2014,ห้วยกระเจา,76845,76322,37321,486,489
5309,TH7113,2015,ห้วยกระเจา,71873,68634,33356,464,486
5310,TH7113,2016,ห้วยกระเจา,71259,70402,34356,482,488
5311,TH7113,2017,ห้วยกระเจา,71039,70726,34939,492,494
5312,TH7113,2018,ห้วยกระเจา,71323,69636,34191,479,491
5313,TH7201,2012,เมืองสุพรรณบุรี,186733,185140,133301,714,720
5314,TH7201,2013,เมืองสุพรรณบุรี,192063,191120,140282,730,734
5315,TH7201,2014,เมืองสุพรรณบุรี,190847,190847,138746,727,727
5316,TH7201,2015,เมืองสุพรรณบุรี,209967,195336,141619,674,725
5317,TH7201,2016,เมืองสุพรรณบุรี,184470,183031,133796,725,731
5318,TH7201,2017,เมืองสุพรรณบุรี,194804,187901,138107,709,735
5319,TH7201,2018,เมืองสุพรรณบุรี,195500,193929,143701,735,741
5320,TH7201,2020,เมืองสุพรรณบุรี,170390,168491,117270,688,696
5321,TH7202,2012,เดิมบางนางบวช,144519,144188,102373,708,710
5322,TH7202,2013,เดิมบางนางบวช,155632,155316,111206,715,716
5323,TH7202,2014,เดิมบางนางบวช,172503,172503,124720,723,723
5324,TH7202,2015,เดิมบางนางบวช,178908,177281,129238,722,729
5325,TH7202,2016,เดิมบางนางบวช,173453,173252,127513,735,736
5326,TH7202,2017,เดิมบางนางบวช,175308,171333,128157,731,748
5327,TH7202,2018,เดิมบางนางบวช,165977,165313,127952,771,774
5328,TH7202,2020,เดิมบางนางบวช,150461,147985,103589,688,700
5329,TH7203,2012,ด่านช้าง,523,515,218,417,423
5330,TH7203,2013,ด่านช้าง,574,574,247,430,430
5331,TH7203,2014,ด่านช้าง,1131,1131,293,259,259
5332,TH7203,2015,ด่านช้าง,1005,1005,410,408,408
5333,TH7203,2016,ด่านช้าง,1450,1400,571,394,408
5334,TH7203,2017,ด่านช้าง,1728,1728,743,430,430
5335,TH7203,2018,ด่านช้าง,2648,2641,1136,429,430
5336,TH7204,2012,บางปลาม้า,168813,164098,115033,681,701
5337,TH7204,2013,บางปลาม้า,166728,166287,116900,701,703
5338,TH7204,2014,บางปลาม้า,204110,204110,154919,759,759
5339,TH7204,2015,บางปลาม้า,192276,191924,144135,750,751
5340,TH7204,2016,บางปลาม้า,182235,181523,132330,726,729
5341,TH7204,2017,บางปลาม้า,183599,170344,126055,687,740
5342,TH7204,2018,บางปลาม้า,185004,184126,135701,734,737
5343,TH7204,2020,บางปลาม.า,196303,195390,135405,690,693
5344,TH7205,2012,ศรีประจันต์,105944,105827,75560,713,714
5345,TH7205,2013,ศรีประจันต์,104994,104838,75274,717,718
5346,TH7205,2014,ศรีประจันต์,126445,126445,92811,734,734
5347,TH7205,2015,ศรีประจันต์,102813,102563,76102,740,742
5348,TH7205,2016,ศรีประจันต์,84265,84244,62088,737,737
5349,TH7205,2017,ศรีประจันต์,89557,89557,67257,751,751
5350,TH7205,2018,ศรีประจันต์,80840,80819,60938,754,754
5351,TH7206,2012,ดอนเจดีย์,96717,96573,67794,701,702
5352,TH7206,2013,ดอนเจดีย์,98142,97963,69064,704,705
5353,TH7206,2014,ดอนเจดีย์,97651,97295,76571,784,787
5354,TH7206,2015,ดอนเจดีย์,90868,80612,58282,641,723
5355,TH7206,2016,ดอนเจดีย์,82658,81858,60166,728,735
5356,TH7206,2017,ดอนเจดีย์,95460,95460,70354,737,737
5357,TH7206,2018,ดอนเจดีย์,96908,93691,69050,713,737
5358,TH7208,2012,สามชุก,103788,103201,73892,712,716
5359,TH7208,2013,สามชุก,113586,113303,81805,720,722
5360,TH7208,2014,สามชุก,122615,122615,88651,723,723
5361,TH7208,2015,สามชุก,127087,115342,83738,659,726
5362,TH7208,2016,สามชุก,120023,119141,88164,735,740
5363,TH7208,2017,สามชุก,132811,132039,100614,758,762
5364,TH7208,2018,สามชุก,128061,126758,97223,759,767
5365,TH7208,2020,สามชุก,105094,102584,73860,703,720
5366,TH7209,2012,อู่ทอง,142441,142152,98796,694,695
5367,TH7209,2013,อู่ทอง,142172,142087,99035,697,697
5368,TH7209,2014,อู่ทอง,140345,140345,102171,728,728
5369,TH7209,2015,อู่ทอง,138850,134048,98391,709,734
5370,TH7209,2016,อู่ทอง,125602,125111,91206,726,729
5371,TH7209,2017,อู่ทอง,132215,129851,94791,717,730
5372,TH7209,2018,อู่ทอง,119475,118336,86385,723,730
5373,TH7209,2020,อูทอง,128461,124113,85017,662,685
5374,TH7210,2012,หนองหญ้าไซ,91045,90798,61379,674,676
5375,TH7210,2013,หนองหญ้าไซ,92651,92534,63941,690,691
5376,TH7210,2014,หนองหญ้าไซ,96705,96705,64986,672,672
5377,TH7210,2015,หนองหญ้าไซ,88641,88338,59098,667,669
5378,TH7210,2016,หนองหญ้าไซ,86277,86259,58311,676,676
5379,TH7210,2017,หนองหญ้าไซ,87107,87077,61563,707,707
5380,TH7210,2018,หนองหญ้าไซ,89055,88932,61363,689,690
